fund_return_category_rank_1year,fund_beta_3years,fund_stdev_3years,fund_return_category_rank_ytd,fund_beta_5years,fund_stdev_5years,fund_stdev_10years,fund_r_squared_3years,fund_return_category_rank_3months,fund_return_2020_q1,fund_category_enc,investment_type_Growth,investment_type_Unknown,investment_type_Value,size_type_Medium,size_type_Small,size_type_Unknown,morningstar_risk_rating
44.0,0.63,7.15,15.0,0.64,5.86,5.88,98.14,71.0,-0.07699,91,False,False,True,False,False,False,3
4.0,1.33,15.99,4.0,1.3,12.91,11.4,89.49,2.0,-0.20919,2,False,False,False,False,False,False,5
55.0,1.0,11.42,55.0,1.01,9.29,13.17,98.68,52.0,-0.16424,2,False,False,False,False,False,False,2
51.0,0.69,7.93,15.0,0.7,6.48,6.56,98.36,76.0,-0.08699,92,False,False,True,False,False,False,2
4.0,1.34,16.03,4.0,1.3,12.93,11.28,89.54,2.0,-0.20888,2,False,False,False,False,False,False,5
97.0,1.48,6.04,96.0,1.39,5.2,13.17,70.66,69.0,-0.16424,12,True,False,False,True,False,False,2
5.0,1.13,22.56,21.0,1.01,13.51,13.17,85.73,37.0,-0.13289,44,True,False,False,False,False,False,5
68.0,0.99,11.61,29.0,1.0,9.61,9.1,93.22,49.0,-0.16424,113,False,False,True,False,False,False,2
63.0,0.73,8.35,31.0,0.74,6.86,7.31,98.52,80.0,-0.08817,93,False,False,False,False,False,False,2
74.0,0.98,19.73,71.0,0.99,16.3,14.96,85.35,52.0,-0.30601,45,False,False,True,False,False,False,3
31.0,1.12,5.76,46.0,1.06,4.77,4.06,44.21,12.0,-0.04043,40,False,False,True,False,True,False,4
98.0,0.96,24.71,99.0,0.97,22.58,23.37,48.96,94.0,-0.12439,32,True,False,False,True,False,False,5
65.0,0.86,9.86,48.0,0.87,8.07,8.74,98.41,76.0,-0.10185,94,False,False,False,False,False,False,2
65.0,1.03,11.73,62.0,1.04,9.58,9.96,98.59,76.0,-0.12616,95,False,False,False,False,False,False,2
90.0,0.86,10.15,36.0,0.86,8.31,8.38,92.47,90.0,-0.13458,2,False,False,True,False,False,False,2
87.0,0.86,10.19,30.0,0.87,8.34,8.41,92.22,88.0,-0.13393,2,False,False,True,False,False,False,1
46.0,1.24,14.16,44.0,1.24,11.49,11.13,98.53,48.0,-0.15619,96,False,False,False,False,False,False,3
95.0,0.74,8.55,79.0,0.75,7.03,13.17,96.86,80.0,-0.10016,2,False,False,True,False,False,False,1
87.0,0.86,10.12,30.0,0.86,8.3,8.38,92.04,88.0,-0.13341,2,False,False,True,False,False,False,2
6.0,1.11,22.37,22.0,1.1,18.26,16.61,84.52,41.0,-0.13689,44,True,False,False,False,False,False,5
13.0,1.48,16.97,41.0,1.48,13.68,12.91,98.35,37.0,-0.20557,100,False,False,False,False,False,False,3
6.0,1.11,22.37,23.0,1.1,18.26,16.62,84.51,42.0,-0.1371,44,True,False,False,False,False,False,5
48.0,1.33,15.23,67.0,1.33,12.32,11.65,98.57,36.0,-0.16996,97,False,False,False,False,False,False,3
77.0,1.36,15.54,85.0,1.36,12.57,11.82,98.52,54.0,-0.17333,98,False,False,False,False,False,False,2
31.0,1.44,16.46,44.0,1.44,13.24,12.11,99.02,15.0,-0.19157,97,False,False,False,False,False,False,4
76.0,1.01,16.41,58.0,1.01,13.51,13.17,87.57,79.0,-0.00409,115,True,False,False,False,False,False,3
87.0,1.03,25.22,94.0,1.06,23.87,24.74,54.16,91.0,-0.14713,32,True,False,False,True,False,False,5
85.0,1.38,15.82,87.0,1.38,12.78,11.93,98.4,52.0,-0.17603,99,True,False,False,False,False,False,2
86.0,1.38,15.79,86.0,1.38,12.76,11.93,98.4,53.0,-0.17595,100,True,False,False,False,False,False,2
10.0,1.01,16.41,16.0,1.01,13.51,13.17,87.57,11.0,-0.13727,2,False,False,False,False,False,False,3
88.0,1.38,15.8,89.0,1.38,12.76,13.17,98.45,47.0,-0.17574,101,True,False,False,False,False,False,2
35.0,0.98,4.07,31.0,0.96,3.59,3.29,68.84,36.0,-0.00421,40,False,False,False,True,False,False,3
89.0,0.86,10.13,32.0,0.86,8.31,8.38,92.18,88.0,-0.13366,2,False,False,True,False,False,False,2
24.0,1.08,21.06,35.0,1.07,16.94,13.17,90.56,32.0,-0.27994,45,False,False,True,False,False,False,3
98.0,0.42,5.09,98.0,0.44,4.24,4.6,89.47,97.0,0.02406,91,False,False,False,False,False,False,1
68.0,3.4,14.02,60.0,3.28,12.35,13.17,69.11,28.0,0.2288,47,True,False,False,False,False,False,4
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,44,False,True,False,False,False,True,3
74.0,0.89,16.2,76.0,0.89,13.15,13.17,97.53,65.0,-0.1917,117,False,False,False,False,False,False,2
92.0,0.86,10.15,44.0,0.86,8.32,8.4,92.33,91.0,-0.13608,2,False,False,True,False,False,False,2
8.0,1.01,19.57,2.0,1.01,17.24,16.62,86.11,10.0,-0.16729,8,True,False,False,False,False,False,5
84.0,0.3,1.62,80.0,0.29,1.37,1.11,42.2,86.0,-0.00259,85,False,False,True,True,False,False,2
34.0,1.04,3.82,36.0,1.02,3.47,3.24,88.57,17.0,0.01675,39,False,False,False,True,False,False,4
81.0,0.3,1.62,78.0,0.28,1.36,1.11,42.18,81.0,-0.00224,85,False,False,True,True,False,False,2
96.0,-0.56,5.93,95.0,-0.59,5.81,7.11,10.38,85.0,-0.04396,78,False,False,True,False,True,False,3
84.0,0.3,1.62,80.0,0.28,1.36,1.11,42.18,86.0,-0.00261,85,False,False,True,True,False,False,2
28.0,0.94,3.34,40.0,0.96,3.16,3.01,94.8,68.0,-0.16424,39,False,False,False,True,False,False,2
48.0,1.18,22.2,34.0,1.15,17.71,16.73,91.37,65.0,-0.30269,119,False,False,False,True,False,False,3
82.0,0.93,10.74,35.0,0.94,8.74,8.52,96.79,39.0,-0.16424,2,False,False,False,False,False,False,2
28.0,1.01,16.41,71.0,1.01,13.51,13.17,87.57,72.0,0.16717,103,True,False,False,False,False,False,3
6.0,1.46,17.78,6.0,1.42,14.29,12.91,87.4,92.0,-0.24595,3,False,False,True,False,False,False,4
33.0,0.99,20.08,26.0,0.97,16.17,14.72,83.73,69.0,-0.28916,45,False,False,True,False,False,False,3
49.0,0.57,6.62,65.0,0.56,5.25,6.24,95.34,46.0,-0.06674,102,False,False,False,False,False,False,4
29.0,1.08,20.1,19.0,1.06,16.15,14.89,98.02,85.0,-0.20145,44,False,False,False,False,False,False,3
70.0,0.97,11.41,38.0,0.97,9.2,13.17,93.16,26.0,-0.15796,113,False,False,True,False,False,False,2
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,44,False,True,False,False,False,True,3
42.0,1.2,24.23,37.0,1.19,19.76,17.32,84.8,26.0,-0.34123,55,False,False,True,False,False,False,3
42.0,1.2,24.23,36.0,1.19,19.75,17.31,84.81,25.0,-0.34126,55,False,False,True,False,False,False,3
96.0,1.14,23.34,73.0,1.12,18.75,17.45,76.57,35.0,-0.16201,103,True,False,False,False,False,False,3
46.0,1.2,24.22,41.0,1.19,19.75,17.31,84.8,29.0,-0.3422,55,False,False,True,False,False,False,3
78.0,0.85,3.98,95.0,0.86,3.57,13.17,52.8,33.0,-0.16424,40,False,False,False,True,False,False,3
80.0,0.26,1.16,71.0,1.01,13.51,13.17,62.36,91.0,0.01027,85,False,False,True,True,False,False,1
94.0,0.88,22.29,92.0,0.92,21.8,23.32,50.41,88.0,-0.11371,32,False,False,False,True,False,False,5
96.0,0.88,22.28,93.0,0.92,21.78,23.28,50.26,89.0,-0.11515,32,False,False,False,True,False,False,5
99.0,0.96,24.69,99.0,0.97,22.57,23.36,48.95,94.0,-0.12598,32,True,False,False,True,False,False,4
93.0,0.88,22.3,92.0,0.92,21.82,23.31,50.39,88.0,-0.11298,32,False,False,False,True,False,False,5
28.0,1.01,16.41,70.0,1.01,13.51,13.17,87.57,72.0,0.16846,103,True,False,False,False,False,False,3
27.0,1.01,16.41,69.0,1.01,13.51,13.17,87.57,72.0,0.16832,103,True,False,False,False,False,False,3
26.0,1.01,16.41,67.0,1.01,13.51,13.17,87.57,71.0,0.17038,103,True,False,False,False,False,False,3
95.0,0.88,22.28,92.0,0.92,21.78,23.29,50.43,89.0,-0.11426,32,False,False,False,True,False,False,5
58.0,0.92,3.76,60.0,1.01,13.51,13.17,68.32,28.0,0.01934,37,False,False,False,False,False,False,3
71.0,0.89,16.22,75.0,0.89,13.17,13.17,97.56,65.0,-0.19158,117,False,False,False,False,False,False,2
84.0,0.38,1.7,92.0,0.45,1.85,13.17,62.56,92.0,-0.16424,85,False,False,True,True,False,False,3
51.0,0.96,17.46,44.0,0.97,14.72,14.77,93.99,90.0,-0.20812,26,True,False,False,False,False,False,3
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,117,False,True,False,False,False,True,3
91.0,0.39,4.82,92.0,0.4,4.01,3.82,85.3,95.0,-0.0494,102,False,False,False,False,False,False,2
56.0,1.13,23.45,60.0,1.1,18.88,17.72,80.24,53.0,-0.22453,87,True,False,False,False,True,False,2
11.0,1.49,6.23,11.0,1.4,5.7,5.28,91.32,7.0,-0.03623,62,True,False,False,False,True,False,5
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,117,False,True,False,False,False,True,3
28.0,0.97,18.53,31.0,0.97,15.27,14.48,93.26,78.0,-0.16647,44,True,False,False,False,False,False,2
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,117,False,True,False,False,False,True,3
6.0,1.49,6.24,6.0,1.4,5.74,5.29,91.14,4.0,-0.03525,62,True,False,False,False,True,False,5
38.0,0.62,7.21,43.0,0.62,5.83,5.28,93.97,25.0,-0.07854,0,False,False,False,False,False,False,4
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,117,False,True,False,False,False,True,3
23.0,1.31,24.85,27.0,1.25,20.16,17.64,86.83,99.0,-0.36622,28,False,False,True,False,True,False,5
4.0,1.5,6.26,4.0,1.41,5.75,5.29,90.96,4.0,-0.03478,62,True,False,False,False,True,False,5
23.0,1.25,14.31,50.0,1.24,11.49,10.73,98.24,21.0,-0.16417,2,False,False,False,False,False,False,4
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,117,False,True,False,False,False,True,3
72.0,1.34,5.45,59.0,1.29,5.13,4.75,97.72,34.0,-0.01345,62,True,False,False,True,False,False,4
64.0,1.6,18.54,70.0,1.59,14.88,13.99,96.77,3.0,-0.2007,4,True,False,False,False,False,False,3
72.0,1.6,7.42,79.0,1.47,6.17,5.35,54.54,58.0,-0.03983,12,True,False,False,True,False,False,3
69.0,0.99,7.03,79.0,0.95,5.82,5.56,23.15,50.0,-0.07419,59,False,False,True,False,True,False,3
64.0,1.6,7.41,74.0,1.47,6.17,5.34,54.6,52.0,-0.03908,12,True,False,False,True,False,False,3
65.0,1.6,7.42,76.0,1.47,6.17,5.35,54.54,52.0,-0.0392,12,True,False,False,True,False,False,3
43.0,0.46,2.02,44.0,0.54,2.06,1.96,67.36,80.0,0.00291,41,False,False,True,False,False,False,2
49.0,1.2,24.21,44.0,1.19,19.74,17.3,84.84,32.0,-0.34296,55,False,False,True,False,False,False,3
72.0,1.6,7.41,81.0,1.47,6.16,5.34,54.57,59.0,-0.03997,12,True,False,False,True,False,False,3
60.0,1.0,7.08,68.0,0.97,5.9,5.62,23.35,38.0,-0.07149,59,False,False,True,False,True,False,3
87.0,1.59,7.37,95.0,1.45,6.12,5.31,54.47,70.0,-0.04168,12,True,False,False,True,False,False,3
74.0,0.99,11.4,92.0,1.01,9.42,13.17,97.7,70.0,-0.16424,2,False,False,False,False,False,False,2
61.0,1.13,23.45,64.0,1.1,18.88,17.72,80.26,59.0,-0.22591,87,True,False,False,False,True,False,2
67.0,0.89,3.62,58.0,0.9,3.59,3.5,97.53,43.0,-0.01449,61,False,False,False,True,False,False,3
51.0,1.08,20.6,52.0,1.01,16.64,15.71,85.62,50.0,-0.25813,56,False,False,False,False,False,False,2
65.0,0.89,3.63,44.0,0.9,3.58,3.5,97.53,37.0,-0.01357,61,False,False,False,True,False,False,3
56.0,0.91,3.69,42.0,0.91,3.62,3.52,97.9,39.0,-0.01202,61,False,False,False,True,False,False,3
62.0,0.73,8.37,33.0,0.74,6.87,7.3,98.54,78.0,-0.08796,93,False,False,False,False,False,False,2
23.0,1.29,15.9,9.0,1.26,12.71,12.47,84.68,33.0,-0.12221,11,False,False,False,True,False,False,3
66.0,1.17,23.3,85.0,1.14,18.95,17.43,85.88,77.0,-0.2679,86,False,False,False,False,True,False,2
71.0,1.17,23.3,87.0,1.14,18.95,17.42,85.89,81.0,-0.26939,86,False,False,False,False,True,False,2
62.0,1.0,7.06,69.0,0.96,5.87,5.59,23.18,41.0,-0.07201,59,False,False,True,False,True,False,3
63.0,1.17,23.31,83.0,1.14,18.96,17.43,85.9,76.0,-0.26734,86,False,False,False,False,True,False,2
5.0,1.07,6.38,14.0,1.01,13.51,13.17,33.23,20.0,-0.05159,115,False,False,True,False,False,False,4
68.0,1.17,23.31,86.0,1.14,18.95,17.43,85.86,79.0,-0.26833,86,False,False,False,False,True,False,2
83.0,1.19,22.67,73.0,1.18,18.59,16.36,88.88,50.0,-0.21809,9,True,False,False,False,False,False,2
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.20952,14,False,False,False,False,False,False,3
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.1964,25,False,False,False,False,False,False,3
60.0,1.0,4.11,63.0,0.98,3.62,3.29,69.2,60.0,-0.00796,40,False,False,False,True,False,False,3
64.0,1.02,11.7,58.0,1.03,9.56,9.95,98.62,77.0,-0.12533,95,False,False,False,False,False,False,2
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.17331,43,False,False,False,False,False,False,3
18.0,0.45,7.29,13.0,0.38,5.93,13.17,4.36,46.0,-0.09508,59,False,False,True,False,True,False,3
19.0,0.45,7.34,12.0,0.37,5.97,13.17,4.26,54.0,-0.0961,59,False,False,True,False,True,False,3
54.0,0.64,7.37,67.0,0.65,6.08,6.42,96.09,73.0,-0.08502,91,False,False,False,False,False,False,3
27.0,1.16,13.22,50.0,1.17,10.77,10.53,98.54,55.0,-0.16022,95,False,False,False,False,False,False,4
9.0,1.48,16.96,20.0,1.48,13.66,12.62,98.39,27.0,-0.20825,97,False,False,False,False,False,False,4
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,61.0,-0.16424,4,True,False,False,False,False,False,3
16.0,0.46,7.32,10.0,0.38,5.95,13.17,4.66,50.0,-0.09533,59,False,False,True,False,True,False,3
21.0,1.01,16.41,44.0,1.01,13.51,13.17,87.57,42.0,-0.2099,43,False,False,False,False,False,False,3
38.0,0.16,7.38,2.0,0.07,5.83,4.8,0.53,2.0,-0.11727,5,False,False,True,False,True,False,2
52.0,0.64,7.4,65.0,0.65,6.1,6.45,95.65,63.0,-0.08389,91,False,False,False,False,False,False,3
96.0,0.5,5.89,96.0,0.51,4.9,5.22,91.82,100.0,-0.06466,91,False,False,False,False,False,False,2
72.0,0.95,10.95,35.0,0.96,8.94,13.17,97.13,54.0,-0.13877,2,False,False,True,False,False,False,2
52.0,1.0,18.92,69.0,1.0,15.33,13.7,95.93,67.0,-0.16106,44,True,False,False,False,False,False,2
79.0,1.04,12.99,89.0,1.03,10.76,11.56,82.09,96.0,-0.17433,113,False,False,False,False,False,False,3
47.0,1.24,24.33,36.0,1.21,19.91,20.87,84.0,49.0,-0.326,77,False,False,True,False,False,False,3
47.0,0.88,16.56,18.0,1.01,13.51,13.17,91.43,18.0,-0.17693,111,True,False,False,False,False,False,2
44.0,0.88,16.56,15.0,1.01,13.51,13.17,91.37,17.0,-0.17655,111,True,False,False,False,False,False,2
7.0,1.48,17.0,22.0,1.48,13.7,12.74,98.38,20.0,-0.20603,98,False,False,False,False,False,False,3
4.0,1.15,23.49,8.0,1.16,19.23,13.17,82.63,8.0,-0.11549,44,True,False,False,False,False,False,5
47.0,1.33,15.26,65.0,1.33,12.34,11.65,98.58,37.0,-0.17027,97,False,False,False,False,False,False,3
55.0,0.5,9.02,56.0,0.44,7.35,7.52,3.6,33.0,-0.12106,33,False,False,True,False,True,False,3
42.0,0.87,20.37,51.0,0.89,17.65,19.82,56.18,91.0,-0.11023,6,False,False,False,False,False,False,3
42.0,0.51,2.27,38.0,0.7,3.05,13.17,83.5,55.0,-0.0095,76,False,False,True,True,False,False,5
76.0,1.36,15.54,84.0,1.36,12.57,11.82,98.5,51.0,-0.17323,98,False,False,False,False,False,False,2
83.0,0.91,17.1,70.0,0.92,13.93,12.9,97.65,76.0,-0.16424,43,False,False,False,False,False,False,2
36.0,0.64,7.37,53.0,0.65,6.08,6.44,95.69,48.0,-0.08243,91,False,False,False,False,False,False,3
54.0,1.13,23.45,59.0,1.1,18.88,17.72,80.12,51.0,-0.22376,87,True,False,False,False,True,False,2
48.0,0.81,15.05,33.0,1.01,13.51,13.17,89.15,12.0,-0.18084,26,True,False,False,False,False,False,2
9.0,1.0,12.11,6.0,1.0,9.8,9.53,88.66,79.0,-0.16264,1,False,False,True,False,False,False,5
86.0,0.78,3.17,82.0,0.79,3.15,3.27,97.13,78.0,-0.00484,65,False,False,False,True,False,False,2
46.0,0.8,15.02,30.0,1.01,13.51,13.17,89.01,11.0,-0.18084,26,True,False,False,False,False,False,2
90.0,0.6,13.79,68.0,0.6,12.62,13.17,61.92,50.0,-0.1689,38,False,False,True,False,False,False,2
45.0,0.8,14.98,30.0,1.01,13.51,13.17,88.97,10.0,-0.18025,26,True,False,False,False,False,False,2
84.0,1.38,15.79,85.0,1.38,12.76,11.94,98.41,49.0,-0.17578,100,True,False,False,False,False,False,1
39.0,1.05,4.43,51.0,0.98,4.1,4.1,89.13,89.0,-0.03165,74,False,False,False,True,False,False,4
86.0,1.38,15.79,88.0,1.38,12.76,13.17,98.42,44.0,-0.17599,101,True,False,False,False,False,False,2
84.0,1.27,24.38,99.0,1.23,19.96,17.81,88.01,74.0,-0.28791,36,False,False,False,True,False,False,3
85.0,1.27,24.36,100.0,1.23,19.95,17.79,87.97,75.0,-0.28905,36,False,False,False,True,False,False,3
80.0,1.27,24.39,93.0,1.23,19.97,17.81,88.0,70.0,-0.28743,36,False,False,False,True,False,False,3
9.0,1.09,21.13,4.0,1.01,13.51,13.17,91.71,69.0,-0.2488,43,False,False,True,False,False,False,4
4.0,1.48,16.97,6.0,1.01,13.51,13.17,98.47,6.0,-0.20414,97,False,False,False,False,False,False,5
85.0,1.27,24.37,100.0,1.23,19.96,17.8,88.0,74.0,-0.2882,36,False,False,False,True,False,False,3
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,117,False,True,False,False,False,True,3
91.0,1.08,4.34,92.0,1.07,4.21,3.89,98.96,92.0,-0.0097,62,False,False,False,True,False,False,2
97.0,1.08,4.34,97.0,1.07,4.22,3.89,99.02,97.0,-0.01156,62,False,False,False,True,False,False,2
43.0,1.08,4.4,54.0,1.09,4.41,4.26,97.08,36.0,-0.01686,64,False,False,False,True,False,False,4
89.0,1.08,4.34,88.0,1.07,4.21,3.89,99.01,90.0,-0.00909,62,False,False,False,True,False,False,2
91.0,1.06,4.29,91.0,1.06,4.18,3.87,98.99,91.0,-0.00881,62,False,False,False,True,False,False,2
60.0,1.21,24.15,35.0,1.01,13.51,13.17,85.86,69.0,-0.3206,55,False,False,True,True,False,False,3
82.0,1.19,22.69,68.0,1.18,18.6,16.36,88.86,49.0,-0.21689,9,True,False,False,False,False,False,2
98.0,-0.39,5.23,97.0,-0.43,5.16,6.36,6.59,90.0,-0.04025,78,False,False,True,False,True,False,4
83.0,1.04,4.25,84.0,1.03,4.16,3.96,97.75,64.0,-0.00219,74,False,False,False,True,False,False,4
79.0,1.19,22.68,68.0,1.18,18.59,16.36,88.87,46.0,-0.21623,9,True,False,False,False,False,False,2
67.0,0.98,19.03,23.0,0.99,15.79,14.05,91.83,28.0,-0.13625,44,True,False,False,False,False,False,2
52.0,1.05,4.26,67.0,1.03,4.11,3.97,97.71,34.0,-0.00033,74,False,False,False,True,False,False,4
51.0,1.13,21.42,52.0,1.01,13.51,13.17,86.52,50.0,-0.26572,56,False,False,False,False,False,False,3
68.0,0.99,19.04,23.0,0.99,15.8,14.06,91.83,29.0,-0.13645,44,True,False,False,False,False,False,2
72.0,0.1,1.16,70.0,0.07,0.9,0.67,8.79,65.0,-0.01041,110,False,False,True,True,False,False,3
77.0,0.74,3.03,70.0,0.69,2.84,3.43,95.07,85.0,-0.00351,74,False,False,False,False,False,False,1
70.0,1.12,4.52,87.0,1.08,4.33,4.07,99.04,70.0,-0.00888,74,False,False,False,True,False,False,4
78.0,0.98,3.95,79.0,0.89,3.58,3.86,98.02,50.0,-0.00423,74,False,False,False,True,False,False,3
77.0,0.1,1.16,79.0,0.07,0.9,0.67,8.77,71.0,-0.01066,110,False,False,True,True,False,False,3
62.0,0.97,3.93,58.0,0.88,3.55,3.85,97.69,35.0,-0.00249,74,False,False,False,True,False,False,3
41.0,1.12,4.5,63.0,1.08,4.26,4.06,98.92,45.0,-0.007,74,False,False,False,True,False,False,4
47.0,1.11,4.48,72.0,1.07,4.24,4.06,98.8,50.0,-0.00753,74,False,False,False,True,False,False,4
70.0,0.83,15.59,70.0,0.85,13.52,14.67,87.38,62.0,-0.17035,26,True,False,False,False,False,False,3
54.0,1.13,23.44,59.0,1.1,18.87,17.72,80.23,51.0,-0.22368,87,True,False,False,False,True,False,2
68.0,0.83,15.59,67.0,0.85,13.53,14.68,87.31,58.0,-0.16991,26,True,False,False,False,False,False,3
24.0,1.23,25.72,28.0,1.19,20.67,17.9,78.73,23.0,-0.32115,88,False,False,True,False,True,False,2
7.0,1.49,6.24,8.0,1.4,5.73,5.29,91.19,6.0,-0.03553,62,True,False,False,False,True,False,5
89.0,1.01,16.41,85.0,1.01,13.51,13.17,87.57,41.0,0.19329,111,True,False,False,False,False,False,3
88.0,0.13,0.64,71.0,0.11,0.57,13.17,67.19,85.0,-0.0014,67,False,False,True,True,False,False,1
82.0,0.18,1.66,73.0,0.13,1.31,1.0,12.91,86.0,-0.01614,110,False,False,True,True,False,False,3
43.0,0.59,11.75,54.0,0.4,9.33,8.89,2.9,35.0,-0.18481,33,False,False,True,False,True,False,5
35.0,1.31,24.82,39.0,1.25,20.13,17.61,86.92,100.0,-0.36787,28,False,False,True,False,True,False,5
51.0,1.59,8.03,52.0,1.48,6.67,5.88,45.62,50.0,-0.05627,12,True,False,False,True,False,False,5
3.0,0.75,9.57,2.0,0.71,7.56,6.87,79.19,4.0,-0.1477,0,False,False,True,True,False,False,4
68.0,1.0,15.26,66.0,1.0,12.65,14.05,99.86,50.0,-0.23319,7,False,True,False,False,False,True,3
48.0,0.52,2.21,57.0,0.52,2.17,1.86,90.61,48.0,-0.00721,75,False,False,True,True,False,False,2
56.0,1.35,17.49,17.0,1.32,14.05,12.46,76.79,12.0,-0.13307,11,False,False,True,True,False,False,5
41.0,0.99,4.08,49.0,0.95,3.87,3.69,94.5,64.0,-0.00732,74,False,False,False,True,False,False,3
15.0,1.03,19.28,25.0,1.01,13.51,13.17,98.7,43.0,-0.20631,43,False,False,False,False,False,False,3
89.0,1.07,4.32,87.0,1.06,4.21,3.89,99.07,88.0,-0.00889,62,False,False,False,True,False,False,2
57.0,1.13,23.45,61.0,1.1,18.87,17.72,80.23,54.0,-0.22489,87,True,False,False,False,True,False,2
14.0,1.38,15.75,27.0,1.38,12.76,12.1,98.52,40.0,-0.19287,96,False,False,False,False,False,False,5
91.0,0.74,3.06,82.0,0.7,2.85,3.42,94.53,91.0,-0.00502,74,False,False,False,False,False,False,1
1.0,1.49,17.04,12.0,1.48,13.74,13.02,98.13,22.0,-0.20682,100,False,False,False,False,False,False,3
41.0,1.14,5.83,66.0,1.08,4.83,4.08,44.9,17.0,-0.04262,40,False,False,True,False,True,False,4
74.0,0.75,3.08,69.0,0.71,2.88,3.42,95.88,84.0,-0.00342,74,False,False,False,False,False,False,1
26.0,0.99,4.08,24.0,0.95,3.84,3.69,94.66,28.0,-0.00537,74,False,False,False,True,False,False,3
32.0,0.98,4.06,32.0,0.95,3.82,3.7,94.83,23.0,-0.00594,74,False,False,False,True,False,False,3
21.0,1.01,11.54,40.0,1.02,9.38,9.36,98.58,47.0,-0.14015,94,False,False,False,False,False,False,4
65.0,1.01,16.41,51.0,1.01,13.51,13.17,87.57,5.0,-0.15174,43,False,False,False,False,False,False,3
63.0,1.01,16.41,45.0,1.01,13.51,13.17,87.57,5.0,-0.15174,43,False,False,False,False,False,False,3
9.0,1.18,23.6,31.0,1.01,13.51,13.17,86.27,12.0,-0.26381,86,False,False,False,False,True,False,2
25.0,1.23,25.68,28.0,1.19,20.64,17.9,78.59,24.0,-0.32152,88,False,False,True,False,True,False,2
27.0,1.23,25.7,31.0,1.19,20.65,17.9,78.73,27.0,-0.32317,88,False,False,True,False,True,False,2
6.0,1.43,28.34,9.0,1.38,22.37,18.83,86.95,7.0,-0.37343,55,False,False,True,True,False,False,4
24.0,1.23,25.71,28.0,1.19,20.66,17.92,78.76,23.0,-0.32115,88,False,False,True,False,True,False,2
18.0,1.29,15.92,4.0,1.26,12.72,12.48,84.66,24.0,-0.11983,11,False,False,False,True,False,False,4
26.0,1.23,25.67,30.0,1.19,20.63,17.88,78.75,25.0,-0.3216,88,False,False,True,False,True,False,2
62.0,1.05,5.23,67.0,1.11,5.15,5.04,47.3,39.0,-0.16424,114,False,False,True,False,True,False,2
67.0,0.93,16.81,79.0,0.94,13.7,13.2,98.53,74.0,-0.16424,117,False,False,False,False,False,False,2
62.0,0.68,18.51,46.0,0.73,16.11,17.55,42.17,51.0,-0.11249,6,True,False,False,False,False,False,2
84.0,1.27,24.34,96.0,1.23,19.94,17.79,88.01,73.0,-0.2864,36,False,False,False,True,False,False,3
74.0,0.57,6.63,76.0,0.58,5.46,5.81,95.35,69.0,0.03101,91,False,False,False,False,False,False,2
30.0,0.16,7.37,1.0,0.07,5.82,4.8,0.55,1.0,-0.11581,5,False,False,True,False,True,False,2
18.0,0.91,10.37,26.0,0.92,8.45,8.29,98.22,21.0,-0.12359,93,False,False,False,False,False,False,4
36.0,0.77,15.83,55.0,0.77,13.93,12.65,76.78,42.0,-0.16646,10,False,False,True,False,False,False,3
71.0,0.24,5.05,84.0,0.23,4.3,4.19,68.99,81.0,-0.05686,60,False,False,False,False,False,False,2
20.0,1.25,6.96,23.0,1.17,5.74,4.99,37.92,71.0,-0.05632,12,False,False,True,False,True,False,3
33.0,1.26,6.89,37.0,1.18,5.7,4.99,39.1,75.0,-0.05803,12,False,False,True,False,True,False,3
31.0,1.26,6.94,34.0,1.17,5.73,4.99,38.52,75.0,-0.05789,12,False,False,True,False,True,False,3
17.0,1.24,6.88,23.0,1.16,5.68,4.99,38.24,73.0,-0.0556,12,False,False,True,False,True,False,3
17.0,1.27,6.91,19.0,1.18,5.7,5.0,39.37,70.0,-0.05549,12,False,False,True,False,True,False,3
48.0,0.7,7.94,13.0,0.7,6.49,6.58,98.27,70.0,-0.08685,92,False,False,True,False,False,False,2
29.0,0.97,18.52,32.0,0.97,15.26,14.48,93.25,79.0,-0.16657,44,True,False,False,False,False,False,2
88.0,1.05,4.25,90.0,1.04,4.11,3.96,97.74,73.0,-0.00285,74,False,False,False,True,False,False,4
63.0,0.98,4.07,53.0,0.95,3.82,3.7,93.99,48.0,-0.00788,74,False,False,False,True,False,False,3
24.0,0.91,10.37,46.0,0.92,8.45,8.27,98.31,45.0,-0.12462,93,False,False,False,False,False,False,4
