fund_return_category_rank_1year,fund_beta_3years,fund_stdev_3years,fund_return_category_rank_ytd,fund_beta_5years,fund_stdev_5years,fund_stdev_10years,fund_r_squared_3years,fund_return_category_rank_3months,fund_return_2020_q1,fund_category_enc,investment_type_Growth,investment_type_Unknown,investment_type_Value,size_type_Medium,size_type_Small,size_type_Unknown,morningstar_risk_rating
81.0,0.9,16.96,84.0,0.9,13.96,12.74,95.53,58.0,-0.19751,43,False,False,False,False,False,False,2
30.0,0.29,7.75,66.0,0.2,6.9,5.9,1.58,8.0,-0.08208,78,False,False,False,False,True,False,4
32.0,0.28,7.72,69.0,0.2,6.88,5.9,1.54,8.0,-0.08293,78,False,False,False,False,True,False,4
27.0,0.28,7.69,61.0,0.19,6.88,5.88,1.54,6.0,-0.08072,78,False,False,False,False,True,False,4
27.0,0.28,7.72,62.0,0.2,6.88,5.89,1.53,6.0,-0.08007,78,False,False,False,False,True,False,4
29.0,1.2,14.5,33.0,1.18,11.67,11.2,88.96,7.0,-0.21258,90,False,False,False,False,False,False,4
14.0,0.21,9.64,17.0,0.1,7.48,5.86,0.54,10.0,-0.15779,5,False,False,True,False,True,False,4
18.0,0.2,9.65,19.0,0.1,7.49,5.87,0.49,10.0,-0.15821,5,False,False,True,False,True,False,4
28.0,1.2,14.48,32.0,1.18,11.64,11.16,88.89,5.0,-0.21228,90,False,False,False,False,False,False,3
13.0,0.2,9.63,15.0,0.1,7.48,5.86,0.51,8.0,-0.15704,5,False,False,True,False,True,False,4
11.0,0.21,9.61,15.0,0.1,7.47,5.85,0.56,8.0,-0.15694,5,False,False,True,False,True,False,4
85.0,1.37,28.15,83.0,1.33,22.65,19.73,81.81,78.0,-0.37691,88,False,False,True,False,True,False,3
85.0,1.37,28.17,82.0,1.33,22.67,19.74,81.82,77.0,-0.37689,88,False,False,True,False,True,False,3
86.0,1.37,28.14,83.0,1.33,22.64,19.72,81.7,78.0,-0.37795,88,False,False,True,False,True,False,3
86.0,1.37,28.16,83.0,1.33,22.66,19.73,81.79,78.0,-0.378,88,False,False,True,False,True,False,3
86.0,1.37,28.17,83.0,1.33,22.67,19.73,81.73,78.0,-0.37794,88,False,False,True,False,True,False,3
86.0,1.37,28.14,83.0,1.33,22.65,19.73,81.81,78.0,-0.37723,88,False,False,True,False,True,False,3
85.0,1.37,28.14,82.0,1.33,22.65,19.73,81.76,77.0,-0.3767,88,False,False,True,False,True,False,3
85.0,1.37,28.13,82.0,1.33,22.64,19.72,81.74,77.0,-0.37662,88,False,False,True,False,True,False,3
85.0,1.37,28.17,82.0,1.33,22.67,19.73,81.77,77.0,-0.37709,88,False,False,True,False,True,False,3
68.0,0.92,17.3,61.0,0.95,14.62,13.17,91.4,77.0,-0.14523,111,True,False,False,False,False,False,3
22.0,0.64,8.09,27.0,0.59,6.53,6.56,7.19,2.0,-0.11746,59,False,False,True,False,False,False,4
22.0,0.63,8.08,29.0,0.58,6.52,6.55,7.01,3.0,-0.11741,59,False,False,True,False,False,False,3
26.0,0.63,8.06,32.0,0.59,6.5,6.55,7.15,3.0,-0.11788,59,False,False,True,False,False,False,4
51.0,0.7,2.93,44.0,0.71,2.63,2.4,69.61,93.0,0.00225,39,False,False,True,True,False,False,2
74.0,0.92,17.31,67.0,0.95,14.64,13.17,91.33,82.0,-0.14639,111,True,False,False,False,False,False,3
1.0,2.11,27.08,1.0,2.02,21.71,13.17,78.88,1.0,-0.38408,2,False,False,True,True,False,False,5
43.0,0.36,2.96,35.0,1.01,13.51,13.17,17.11,66.0,-0.03055,85,False,False,True,True,False,False,3
56.0,1.24,25.11,31.0,1.22,20.7,18.29,83.42,39.0,-0.33752,86,False,False,False,False,True,False,3
37.0,0.35,2.96,29.0,1.01,13.51,13.17,16.76,52.0,-0.03039,85,False,False,True,True,False,False,3
59.0,1.24,25.12,33.0,1.22,20.71,18.3,83.48,41.0,-0.33797,86,False,False,False,False,True,False,3
48.0,0.34,2.89,36.0,1.01,13.51,13.17,16.33,73.0,-0.0311,85,False,False,True,True,False,False,3
42.0,0.35,2.95,35.0,1.01,13.51,13.17,16.96,67.0,-0.03051,85,False,False,True,True,False,False,3
18.0,0.56,2.44,21.0,0.5,2.15,1.68,86.48,23.0,-0.01669,67,False,False,True,True,False,False,4
35.0,0.56,2.44,57.0,0.5,2.15,1.68,86.47,41.0,-0.01818,67,False,False,True,True,False,False,4
16.0,0.57,2.44,19.0,0.5,2.15,1.68,87.99,22.0,-0.01583,67,False,False,True,True,False,False,4
83.0,0.72,3.01,94.0,0.71,2.68,2.41,68.52,99.0,0.00453,85,False,False,True,True,False,False,4
26.0,0.7,2.93,18.0,0.71,2.65,2.4,68.5,89.0,0.00465,39,False,False,True,True,False,False,2
15.0,0.56,2.44,14.0,0.5,2.16,1.68,86.38,13.0,-0.01617,67,False,False,True,True,False,False,4
90.0,0.73,3.06,96.0,0.71,2.71,2.44,67.0,98.0,0.00392,85,False,False,True,True,False,False,4
55.0,0.46,9.82,57.0,0.48,8.51,13.17,74.81,28.0,-0.09696,49,False,False,False,False,False,False,2
37.0,0.31,10.4,40.0,0.18,8.04,6.13,1.0,63.0,-0.16397,5,False,True,False,False,False,True,5
60.0,0.32,10.43,69.0,0.2,8.07,6.15,1.06,83.0,-0.16615,5,False,True,False,False,False,True,5
11.0,0.88,9.41,41.0,0.76,7.46,6.96,10.19,7.0,-0.12988,59,False,False,True,False,False,False,4
14.0,1.01,16.41,23.0,1.01,13.51,13.17,87.57,66.0,-0.36161,45,False,False,True,False,False,False,3
11.0,0.33,10.38,29.0,0.19,8.06,13.17,1.15,39.0,-0.16313,5,False,False,True,False,True,False,5
12.0,0.32,10.39,30.0,0.18,8.08,13.17,1.1,43.0,-0.16325,5,False,False,True,False,True,False,5
33.0,1.11,5.62,58.0,1.14,5.38,5.44,44.88,32.0,-0.02939,114,True,False,False,True,False,False,3
65.0,0.92,17.29,60.0,0.95,14.61,13.17,91.36,76.0,-0.14453,111,True,False,False,False,False,False,3
36.0,1.1,5.59,61.0,1.14,5.35,5.43,44.96,36.0,-0.02989,114,True,False,False,True,False,False,3
32.0,1.11,5.62,57.0,1.14,5.37,5.44,45.07,33.0,-0.02933,114,True,False,False,True,False,False,3
81.0,0.91,17.6,36.0,0.92,14.91,13.85,91.46,54.0,-0.11396,44,True,False,False,False,False,False,2
28.0,1.04,4.28,68.0,0.98,3.76,4.31,67.79,23.0,0.02723,37,True,False,False,True,False,False,4
1.0,1.7,39.15,1.0,1.61,30.74,25.08,64.62,84.0,-0.38857,54,True,False,False,True,False,False,5
1.0,1.69,39.09,1.0,1.61,30.69,25.04,64.61,87.0,-0.38884,54,True,False,False,True,False,False,5
1.0,1.7,39.14,1.0,1.61,30.73,25.08,64.71,84.0,-0.38815,54,True,False,False,True,False,False,5
5.0,0.44,11.94,6.0,0.35,9.43,8.91,1.58,4.0,-0.18429,33,False,False,True,False,False,False,5
22.0,0.66,10.3,57.0,0.56,8.15,8.21,4.72,32.0,-0.14155,33,False,False,True,False,True,False,4
1.0,1.7,39.15,1.0,1.61,30.74,25.07,64.66,84.0,-0.38799,54,True,False,False,True,False,False,5
40.0,1.04,21.1,84.0,1.07,17.96,16.51,83.51,85.0,-0.19356,43,False,False,False,False,False,False,5
4.0,0.66,6.16,17.0,0.65,5.11,5.05,13.32,11.0,-0.07014,40,False,False,True,False,False,False,5
8.0,1.03,5.4,15.0,0.9,4.53,4.87,42.29,75.0,-0.0277,40,False,False,True,False,True,False,5
19.0,0.62,9.23,36.0,0.54,7.36,7.44,5.21,14.0,-0.12053,33,False,False,False,False,False,False,3
32.0,1.16,22.48,60.0,1.13,18.05,17.09,91.12,65.0,-0.27233,53,False,False,False,True,False,False,4
17.0,1.16,23.01,19.0,1.16,18.78,16.78,87.97,44.0,-0.31904,45,False,False,True,True,False,False,4
78.0,1.01,19.3,70.0,1.0,15.63,14.22,94.28,38.0,-0.15002,44,True,False,False,False,False,False,2
3.0,1.39,25.46,11.0,1.36,20.65,17.84,92.74,64.0,-0.34269,27,False,False,True,False,False,False,5
24.0,0.68,7.43,38.0,0.6,5.89,5.37,9.85,46.0,-0.1004,78,False,False,True,False,True,False,4
58.0,1.08,20.82,16.0,1.08,17.03,16.13,92.01,30.0,-0.24301,53,False,False,True,False,False,False,3
68.0,1.06,21.56,75.0,1.04,17.45,13.17,83.03,61.0,-0.2189,54,True,False,False,True,False,False,3
68.0,1.06,21.53,75.0,1.04,17.42,13.17,83.0,62.0,-0.21796,54,True,False,False,True,False,False,3
6.0,1.44,6.02,5.0,1.28,5.3,13.17,91.12,4.0,-0.04043,65,False,False,False,True,False,False,5
64.0,0.92,17.34,58.0,0.95,14.65,13.17,91.37,75.0,-0.14453,111,True,False,False,False,False,False,3
49.0,0.56,10.98,50.0,0.56,9.1,8.76,87.36,62.0,-0.13102,49,False,False,True,True,False,False,3
1.0,1.98,25.43,2.0,1.92,20.39,13.17,78.61,3.0,-0.35557,3,False,False,True,False,True,False,5
1.0,1.98,25.43,3.0,1.92,20.39,13.17,78.41,5.0,-0.35762,3,False,False,True,False,True,False,5
1.0,1.98,25.43,2.0,1.92,20.39,13.17,78.32,3.0,-0.35561,3,False,False,True,False,True,False,5
28.0,1.2,14.49,27.0,1.18,11.67,11.18,88.78,29.0,-0.21319,90,False,False,False,False,False,False,3
88.0,1.37,28.12,83.0,1.33,22.63,19.71,81.59,79.0,-0.37882,88,False,False,True,False,True,False,3
7.0,0.61,3.14,2.0,0.62,2.72,2.39,45.21,89.0,-0.0144,39,False,True,False,False,False,True,2
56.0,1.24,25.12,31.0,1.22,20.71,18.3,83.5,39.0,-0.33764,86,False,False,False,False,True,False,3
80.0,1.17,23.9,81.0,1.14,19.5,18.2,81.77,65.0,-0.24143,87,True,False,False,False,True,False,3
79.0,1.16,23.88,80.0,1.14,19.5,18.2,81.76,65.0,-0.24095,87,True,False,False,False,True,False,2
64.0,0.93,17.01,53.0,0.93,13.88,13.17,96.58,52.0,-0.18447,111,True,False,False,False,False,False,2
61.0,0.94,17.24,51.0,0.94,14.04,13.17,96.77,50.0,-0.19024,111,True,False,False,False,False,False,2
61.0,1.24,25.1,34.0,1.22,20.7,18.28,83.46,45.0,-0.33836,86,False,False,False,False,True,False,3
12.0,1.21,24.2,8.0,1.2,19.6,17.13,86.16,69.0,-0.32253,45,False,False,True,True,False,False,5
88.0,0.84,15.84,57.0,0.83,12.76,13.17,89.73,40.0,-0.23203,111,False,False,True,False,False,False,2
25.0,1.18,22.07,20.0,1.16,17.66,13.17,91.72,50.0,-0.30688,111,False,False,True,False,False,False,4
94.0,0.83,16.55,78.0,0.82,13.38,13.17,86.25,61.0,-0.23643,45,False,False,True,False,False,False,1
44.0,1.53,31.78,32.0,1.47,25.92,13.17,79.32,47.0,-0.43653,88,False,False,True,False,True,False,4
27.0,1.13,22.35,11.0,1.12,18.07,15.87,87.51,65.0,-0.30457,45,False,False,True,False,False,False,4
18.0,1.01,16.41,6.0,1.01,13.51,13.17,87.57,18.0,-0.28639,14,False,False,True,False,False,False,3
47.0,1.15,13.52,43.0,1.16,11.11,11.13,93.49,10.0,-0.1458,113,True,False,False,False,False,False,4
59.0,1.01,16.41,33.0,1.01,13.51,13.17,87.57,78.0,0.04021,33,False,False,True,False,True,False,3
72.0,1.01,16.41,46.0,1.01,13.51,13.17,87.57,85.0,0.03802,33,False,False,True,False,True,False,3
56.0,1.01,16.41,31.0,1.01,13.51,13.17,87.57,75.0,0.04062,33,False,False,True,False,True,False,3
55.0,1.01,16.41,30.0,1.01,13.51,13.17,87.57,75.0,0.04065,33,False,False,True,False,True,False,3
54.0,1.01,16.41,29.0,1.01,13.51,13.17,87.57,75.0,0.04077,33,False,False,True,False,True,False,3
65.0,1.01,16.41,38.0,1.01,13.51,13.17,87.57,80.0,0.03929,33,False,False,True,False,True,False,3
60.0,1.01,16.41,34.0,1.01,13.51,13.17,87.57,78.0,0.03996,33,False,False,True,False,True,False,3
56.0,1.01,16.41,30.0,1.01,13.51,13.17,87.57,75.0,0.04059,33,False,False,True,False,True,False,3
54.0,1.01,16.41,29.0,1.01,13.51,13.17,87.57,75.0,0.04082,33,False,False,True,False,True,False,3
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,26,False,True,False,False,False,True,3
47.0,1.3,14.88,57.0,1.3,11.99,11.48,98.58,61.0,-0.17573,96,False,False,False,False,False,False,3
42.0,1.3,14.87,49.0,1.3,11.99,11.5,98.6,54.0,-0.1746,96,False,False,False,False,False,False,3
62.0,0.78,8.99,64.0,0.79,7.34,7.55,96.81,58.0,-0.0967,92,False,False,False,False,False,False,4
5.0,0.78,3.49,2.0,0.69,3.66,3.75,81.74,4.0,-0.01488,75,False,False,False,False,True,False,5
79.0,0.47,1.97,97.0,0.53,2.19,2.04,92.86,83.0,-0.00652,75,False,False,True,False,False,False,3
88.0,0.47,1.98,99.0,0.53,2.19,2.04,91.9,86.0,-0.00719,75,False,False,True,False,False,False,3
69.0,0.47,1.98,96.0,0.53,2.2,2.04,91.51,85.0,-0.00591,75,False,False,True,False,False,False,3
94.0,0.47,1.96,100.0,0.53,2.18,2.04,92.62,88.0,0.00277,75,False,False,True,False,False,False,3
25.0,0.61,2.5,52.0,0.58,2.33,2.19,94.89,26.0,-0.00352,67,False,False,True,False,False,False,4
25.0,1.06,12.18,25.0,1.07,9.88,9.78,98.34,33.0,-0.13842,94,False,False,False,False,False,False,4
19.0,0.61,2.5,38.0,0.58,2.34,2.19,94.88,21.0,-0.00292,67,False,False,True,False,False,False,4
48.0,1.56,17.93,54.0,1.56,14.4,13.45,98.39,58.0,-0.21592,100,False,False,False,False,False,False,4
56.0,1.57,17.95,64.0,1.56,14.41,13.45,98.45,59.0,-0.21662,100,False,False,False,False,False,False,4
31.0,1.57,18.0,40.0,1.56,14.45,13.48,98.44,38.0,-0.21464,100,False,False,False,False,False,False,5
42.0,1.57,17.98,49.0,1.56,14.43,13.44,98.37,47.0,-0.2159,100,False,False,False,False,False,False,4
74.0,1.02,19.77,74.0,1.02,16.03,14.8,92.22,38.0,-0.2786,45,False,False,False,False,False,False,3
38.0,1.57,17.97,47.0,1.56,14.42,13.46,98.44,49.0,-0.21527,100,False,False,False,False,False,False,4
81.0,0.42,1.61,93.0,0.43,1.55,1.5,87.32,8.0,0.01925,84,False,False,True,False,False,False,4
53.0,0.78,8.97,57.0,0.79,7.32,7.55,96.89,52.0,-0.09539,92,False,False,False,False,False,False,4
32.0,1.3,14.87,30.0,1.3,12.0,11.5,98.58,37.0,-0.17366,96,False,False,False,False,False,False,3
34.0,1.47,16.85,3.0,1.46,13.48,13.17,98.4,1.0,-0.21192,98,False,False,False,False,False,False,3
43.0,1.47,16.86,12.0,1.46,13.48,13.17,98.44,2.0,-0.21332,98,False,False,False,False,False,False,3
64.0,0.47,2.0,93.0,0.53,2.19,1.99,91.64,59.0,-0.00396,67,False,False,True,True,False,False,4
43.0,1.47,16.86,11.0,1.46,13.48,13.17,98.39,2.0,-0.2134,98,False,False,False,False,False,False,3
52.0,0.48,2.01,80.0,0.53,2.17,1.99,92.09,49.0,-0.00337,67,False,False,True,True,False,False,4
45.0,0.48,2.0,66.0,0.53,2.17,2.0,92.39,42.0,-0.00206,67,False,False,True,True,False,False,4
30.0,1.47,16.88,1.0,1.46,13.5,13.17,98.35,1.0,-0.21162,98,False,False,False,False,False,False,3
27.0,1.47,16.88,1.0,1.46,13.5,13.17,98.44,1.0,-0.21078,98,False,False,False,False,False,False,3
78.0,0.47,2.0,96.0,0.52,2.16,1.99,91.33,73.0,0.00406,67,False,False,True,True,False,False,4
44.0,1.47,16.84,11.0,1.46,13.46,13.17,98.33,2.0,-0.21358,98,False,False,False,False,False,False,3
39.0,1.48,16.9,7.0,1.46,13.51,13.17,98.4,2.0,-0.21248,98,False,False,False,False,False,False,3
34.0,1.47,16.87,3.0,1.46,13.49,13.17,98.42,1.0,-0.21156,98,False,False,False,False,False,False,3
31.0,1.47,16.86,1.0,1.46,13.49,13.17,98.41,1.0,-0.21127,98,False,False,False,False,False,False,3
15.0,0.77,3.41,10.0,0.66,3.6,3.73,83.59,12.0,-0.0142,75,False,False,False,False,True,False,5
12.0,1.53,6.38,12.0,1.37,5.61,5.22,91.44,10.0,-0.03255,66,False,False,False,True,False,False,5
22.0,1.53,6.38,21.0,1.36,5.61,5.22,91.64,17.0,-0.03448,66,False,False,False,True,False,False,5
4.0,0.82,3.61,4.0,0.71,3.72,3.79,83.89,7.0,-0.0155,75,False,False,False,False,True,False,5
21.0,1.06,12.17,24.0,1.07,9.87,9.8,98.41,23.0,-0.13882,94,False,False,False,False,False,False,4
37.0,1.3,14.88,38.0,1.3,11.99,11.5,98.58,46.0,-0.17438,96,False,False,False,False,False,False,3
55.0,0.77,8.93,62.0,0.78,7.29,7.52,96.84,57.0,-0.09576,92,False,False,False,False,False,False,4
29.0,0.97,4.23,24.0,0.96,3.68,3.25,62.69,26.0,-0.01169,40,False,False,False,False,True,False,3
38.0,0.98,4.24,34.0,0.96,3.69,3.26,62.79,47.0,-0.01322,40,False,False,False,False,True,False,3
52.0,1.47,16.8,62.0,1.46,13.51,12.73,98.55,59.0,-0.19984,98,False,False,False,False,False,False,3
25.0,0.98,4.25,20.0,0.96,3.69,3.25,62.86,17.0,-0.01146,40,False,False,False,False,True,False,3
65.0,1.47,16.83,78.0,1.46,13.53,12.72,98.49,72.0,-0.20128,98,False,False,False,False,False,False,3
22.0,0.98,4.24,19.0,0.95,3.68,3.24,62.82,15.0,-0.01101,40,False,False,False,False,True,False,3
45.0,1.47,16.81,53.0,1.46,13.51,12.72,98.51,51.0,-0.19938,98,False,False,False,False,False,False,3
29.0,0.97,4.22,22.0,0.96,3.68,3.25,62.57,27.0,-0.01188,40,False,False,False,False,True,False,3
53.0,1.47,16.81,66.0,1.46,13.5,12.73,98.53,64.0,-0.20016,98,False,False,False,False,False,False,3
23.0,0.98,4.26,20.0,0.97,3.72,3.26,62.93,20.0,-0.01198,40,False,False,False,False,True,False,3
31.0,0.97,4.22,27.0,0.95,3.67,3.23,62.58,35.0,-0.01221,40,False,False,False,False,True,False,3
33.0,0.98,4.26,26.0,0.96,3.69,3.25,62.52,26.0,-0.01267,40,False,False,False,False,True,False,3
31.0,0.98,4.26,26.0,0.96,3.69,3.24,62.52,24.0,-0.01242,40,False,False,False,False,True,False,3
25.0,0.98,4.25,21.0,0.97,3.71,3.27,62.66,21.0,-0.01127,40,False,False,False,False,True,False,3
59.0,1.47,16.81,75.0,1.46,13.51,12.74,98.51,68.0,-0.20048,98,False,False,False,False,False,False,3
24.0,0.98,4.24,21.0,0.96,3.68,3.24,62.97,21.0,-0.01107,40,False,False,False,False,True,False,3
37.0,1.3,14.9,40.0,1.3,12.02,11.5,98.59,52.0,-0.17413,96,False,False,False,False,False,False,3
66.0,0.78,8.94,75.0,0.79,7.31,7.54,96.96,69.0,-0.0967,92,False,False,False,False,False,False,4
60.0,0.78,8.96,62.0,0.79,7.32,7.53,97.0,56.0,-0.09684,92,False,False,False,False,False,False,4
31.0,1.06,12.17,35.0,1.07,9.87,9.78,98.41,40.0,-0.14081,94,False,False,False,False,False,False,4
20.0,1.06,12.18,16.0,1.07,9.88,9.8,98.3,20.0,-0.13796,94,False,False,False,False,False,False,5
90.0,0.8,9.25,87.0,0.8,7.5,13.17,96.33,82.0,-0.1055,94,False,False,False,False,False,False,1
91.0,0.8,9.27,93.0,0.81,7.52,13.17,96.26,90.0,-0.10762,94,False,False,False,False,False,False,1
91.0,0.8,9.27,95.0,0.8,7.5,13.17,96.27,90.0,-0.10736,94,False,False,False,False,False,False,1
90.0,0.8,9.26,86.0,0.8,7.5,13.17,96.31,78.0,-0.10519,94,False,False,False,False,False,False,1
89.0,0.8,9.29,85.0,0.81,7.52,13.17,96.39,73.0,-0.10503,94,False,False,False,False,False,False,2
89.0,0.77,14.37,73.0,0.77,11.68,13.17,92.49,50.0,-0.18557,111,False,False,True,False,False,False,1
91.0,0.8,9.27,92.0,0.8,7.5,13.17,96.25,87.0,-0.10754,94,False,False,False,False,False,False,1
90.0,0.8,9.25,87.0,0.8,7.49,13.17,96.26,85.0,-0.10589,94,False,False,False,False,False,False,1
90.0,0.8,9.29,87.0,0.81,7.52,13.17,96.31,80.0,-0.10565,94,False,False,False,False,False,False,1
90.0,0.8,9.24,85.0,0.8,7.49,13.17,96.28,73.0,-0.10503,94,False,False,False,False,False,False,1
95.0,0.43,1.65,96.0,0.43,1.55,1.49,87.44,17.0,0.01792,84,False,False,True,False,False,False,4
93.0,0.43,1.64,95.0,0.43,1.54,1.48,86.8,9.0,0.01845,84,False,False,True,False,False,False,4
78.0,0.42,1.62,93.0,0.43,1.53,1.48,86.73,8.0,0.01944,84,False,False,True,False,False,False,4
97.0,0.42,1.62,97.0,0.43,1.53,1.47,86.43,17.0,-0.00104,84,False,False,True,False,False,False,4
92.0,0.43,1.64,95.0,0.43,1.54,1.48,86.43,9.0,0.01843,84,False,False,True,False,False,False,4
90.0,0.42,1.62,93.0,0.43,1.53,1.47,86.74,9.0,0.01874,84,False,False,True,False,False,False,4
27.0,1.06,12.18,27.0,1.07,9.89,9.8,98.38,35.0,-0.13978,94,False,False,False,False,False,False,4
49.0,0.6,2.5,90.0,0.58,2.33,2.19,94.88,46.0,-0.00524,67,False,False,True,False,False,False,4
26.0,0.61,2.5,56.0,0.58,2.33,2.19,94.89,27.0,-0.00358,67,False,False,True,False,False,False,4
70.0,0.12,1.28,67.0,1.01,13.51,13.17,10.49,58.0,-0.01347,110,False,False,True,True,False,False,3
68.0,0.11,1.28,63.0,1.01,13.51,13.17,8.32,55.0,-0.01335,110,False,False,True,True,False,False,3
30.0,1.34,6.23,48.0,1.26,5.26,4.61,53.82,65.0,-0.02825,12,False,False,False,True,False,False,2
61.0,0.11,1.28,53.0,1.01,13.51,13.17,8.95,45.0,-0.01303,110,False,False,True,True,False,False,3
64.0,0.11,1.28,56.0,1.01,13.51,13.17,8.81,48.0,-0.01307,110,False,False,True,True,False,False,3
61.0,0.11,1.28,53.0,1.01,13.51,13.17,9.12,46.0,-0.01195,110,False,False,True,True,False,False,3
57.0,0.11,1.28,57.0,1.01,13.51,13.17,9.48,48.0,-0.01309,110,False,False,True,True,False,False,3
13.0,0.83,15.8,2.0,0.83,13.67,13.17,84.57,2.0,-0.13883,26,True,False,False,False,False,False,2
15.0,0.83,15.82,3.0,0.83,13.67,13.17,84.38,2.0,-0.13881,26,True,False,False,False,False,False,2
12.0,0.83,15.82,2.0,0.83,13.68,13.17,84.58,1.0,-0.13883,26,True,False,False,False,False,False,2
47.0,0.78,9.04,21.0,1.01,13.51,13.17,95.04,90.0,-0.10649,1,False,False,False,False,False,False,3
15.0,1.35,27.41,9.0,1.32,22.44,19.81,82.9,19.0,-0.34443,86,False,False,True,False,True,False,4
74.0,0.12,1.27,76.0,1.01,13.51,13.17,9.97,64.0,-0.0128,110,False,False,True,True,False,False,3
98.0,1.04,4.41,96.0,1.04,3.94,3.64,66.27,9.0,0.08029,41,False,False,False,False,False,False,5
99.0,1.04,4.43,100.0,1.05,3.96,3.65,66.21,13.0,0.07846,41,False,False,False,False,False,False,5
14.0,1.21,24.17,8.0,1.2,19.58,17.12,86.1,71.0,-0.32286,45,False,False,True,True,False,False,5
90.0,0.84,15.86,59.0,0.83,12.78,13.17,89.59,42.0,-0.23279,111,False,False,True,False,False,False,1
27.0,1.17,22.01,21.0,1.15,17.62,13.17,91.63,55.0,-0.30776,111,False,False,True,False,False,False,4
95.0,0.83,16.57,80.0,0.82,13.38,13.17,86.27,62.0,-0.23725,45,False,False,True,False,False,False,1
46.0,1.52,31.73,32.0,1.47,25.88,13.17,79.22,47.0,-0.43675,88,False,False,True,False,True,False,4
29.0,1.13,22.32,12.0,1.12,18.05,15.86,87.43,70.0,-0.30468,45,False,False,True,False,False,False,4
18.0,1.01,16.41,7.0,1.01,13.51,13.17,87.57,18.0,-0.28612,14,False,False,True,False,False,False,3
13.0,1.01,16.41,22.0,1.01,13.51,13.17,87.57,65.0,-0.36097,45,False,False,True,False,False,False,3
66.0,1.09,21.54,65.0,1.07,17.38,16.02,87.93,80.0,-0.2537,53,False,False,False,True,False,False,2
73.0,1.09,21.56,70.0,1.07,17.39,16.02,87.88,89.0,-0.25531,53,False,False,False,True,False,False,2
65.0,1.09,21.54,63.0,1.07,17.37,16.02,88.02,80.0,-0.25361,53,False,False,False,True,False,False,2
96.0,0.83,16.04,97.0,0.83,13.12,13.17,92.45,46.0,-0.17552,43,True,False,False,False,False,False,1
65.0,1.09,21.56,62.0,1.07,17.39,16.03,87.96,79.0,-0.2531,53,False,False,False,True,False,False,2
67.0,1.09,21.58,68.0,1.07,17.4,16.04,87.88,83.0,-0.25451,53,False,False,False,True,False,False,2
68.0,1.09,21.53,68.0,1.07,17.37,16.01,87.94,83.0,-0.25384,53,False,False,False,True,False,False,2
67.0,1.09,21.56,65.0,1.07,17.39,16.03,87.94,80.0,-0.25356,53,False,False,False,True,False,False,2
65.0,1.09,21.57,62.0,1.07,17.4,16.04,87.94,80.0,-0.25339,53,False,False,False,True,False,False,2
64.0,1.09,21.58,62.0,1.07,17.4,16.04,87.96,79.0,-0.25324,53,False,False,False,True,False,False,2
65.0,1.09,21.55,62.0,1.07,17.38,16.03,88.02,80.0,-0.25312,53,False,False,False,True,False,False,2
78.0,1.02,19.68,77.0,1.01,16.04,14.32,91.44,85.0,-0.25854,45,False,False,True,False,False,False,3
99.0,0.95,20.1,100.0,0.91,16.74,13.17,76.62,91.0,-0.31032,86,False,False,False,False,True,False,1
42.0,1.08,4.23,99.0,1.07,3.78,3.34,77.81,30.0,-0.00412,39,False,False,False,True,False,False,4
23.0,0.25,2.79,95.0,0.21,2.18,1.71,9.37,71.0,-0.03548,110,False,False,True,True,False,False,4
22.0,1.49,8.63,47.0,1.38,7.06,6.22,34.91,36.0,-0.07505,12,True,False,False,True,False,False,5
81.0,0.38,9.66,87.0,0.4,7.76,7.55,1.77,22.0,-0.12443,33,False,False,True,False,True,False,3
73.0,0.36,9.63,74.0,0.38,7.73,7.54,1.57,16.0,-0.12086,33,False,False,True,False,True,False,3
40.0,0.4,10.11,21.0,0.27,7.93,7.33,1.79,63.0,-0.15277,33,False,False,True,False,True,False,4
89.0,1.11,4.81,91.0,1.03,4.14,4.4,61.36,26.0,-0.01336,37,True,False,False,False,False,False,4
72.0,1.29,10.89,69.0,1.36,9.19,8.84,16.46,35.0,-0.11681,16,True,False,False,False,True,False,2
91.0,0.68,7.9,93.0,0.68,6.42,6.01,94.14,59.0,-0.09474,1,False,False,False,False,False,False,2
73.0,0.58,3.58,24.0,0.62,3.08,2.67,31.88,97.0,-0.03042,40,False,False,True,False,True,False,1
3.0,0.88,10.87,46.0,0.95,9.7,8.77,7.59,1.0,-0.14545,114,False,False,False,True,False,False,5
3.0,0.88,10.88,45.0,0.95,9.7,8.77,7.58,2.0,-0.14533,114,False,False,False,True,False,False,5
2.0,0.88,10.85,44.0,0.95,9.69,8.76,7.6,1.0,-0.14506,114,False,False,False,True,False,False,5
3.0,0.88,10.84,46.0,0.96,9.67,8.75,7.68,2.0,-0.14598,114,False,False,False,True,False,False,5
36.0,0.76,9.44,65.0,0.73,7.57,6.12,7.57,32.0,-0.13654,59,False,False,True,False,True,False,4
77.0,0.37,2.21,77.0,0.33,1.8,1.47,32.35,88.0,-0.01428,85,False,False,True,True,False,False,3
32.0,0.39,10.09,13.0,0.27,7.9,7.33,1.7,58.0,-0.15206,33,False,False,True,False,True,False,4
44.0,0.34,2.18,57.0,0.32,1.79,1.45,28.22,58.0,-0.01416,85,False,False,True,True,False,False,3
