fund_return_category_rank_1year,fund_beta_3years,fund_stdev_3years,fund_return_category_rank_ytd,fund_beta_5years,fund_stdev_5years,fund_stdev_10years,fund_r_squared_3years,fund_return_category_rank_3months,fund_return_2020_q1,fund_category,investment_type,size_type,morningstar_risk_rating
11.0,1.33,25.91,16.0,1.29,20.79,13.17,89.91,56.0,-0.27887,Mid-Cap Growth,Growth,Medium,4.0
14.0,1.28,25.14,82.0,1.25,20.16,13.17,89.42,24.0,-0.28019,Mid-Cap Blend,Growth,Medium,4.0
12.0,1.28,25.13,80.0,1.25,20.15,13.17,89.43,22.0,-0.27861,Mid-Cap Blend,Growth,Medium,4.0
12.0,1.28,25.13,80.0,1.25,20.14,13.17,89.44,23.0,-0.2794,Mid-Cap Blend,Growth,Medium,4.0
18.0,1.4,5.92,15.0,1.21,5.05,4.61,89.68,29.0,-0.04043,Muni National Long,Blend,Medium,4.0
53.0,1.33,26.4,49.0,1.3,21.49,18.55,86.98,59.0,-0.3458,Small Blend,Blend,Small,4.0
44.0,1.01,19.29,15.0,1.01,15.87,15.15,94.13,37.0,-0.13408,Large Growth,Growth,Large,3.0
57.0,1.0,18.52,47.0,1.0,14.99,13.59,100.0,32.0,-0.19669,Large Blend,Blend,Large,3.0
47.0,1.01,19.31,17.0,1.01,15.89,15.16,94.16,40.0,-0.13448,Large Growth,Growth,Large,3.0
69.0,1.27,25.0,82.0,1.23,20.25,17.85,88.39,79.0,-0.31246,Small Blend,Blend,Small,2.0
30.0,1.29,25.98,60.0,1.25,20.78,17.6,85.07,41.0,-0.30847,Small Blend,Blend,Small,3.0
49.0,1.37,27.74,77.0,1.34,22.58,20.82,84.21,99.0,-0.34795,Small Blend,Blend,Small,4.0
29.0,0.17,2.0,64.0,0.12,1.55,1.12,8.15,95.0,-0.02553,Ultrashort Bond,Value,Medium,4.0
46.0,1.37,27.75,76.0,1.34,22.58,20.83,84.16,99.0,-0.3474,Small Blend,Blend,Small,4.0
62.0,1.0,18.48,56.0,1.0,14.96,13.17,100.0,35.0,-0.19676,Large Blend,Blend,Large,3.0
58.0,1.0,18.49,51.0,1.0,14.97,13.17,100.0,32.0,-0.19628,Large Blend,Blend,Large,3.0
56.0,1.0,18.52,48.0,1.0,14.98,13.17,99.99,28.0,-0.19587,Large Blend,Blend,Large,3.0
86.0,0.42,4.97,63.0,0.42,4.0,3.37,91.18,85.0,-0.06722,Allocation--15% to 30% Equity,Value,Large,2.0
84.0,1.09,22.26,96.0,1.09,18.27,16.87,82.5,84.0,-0.13378,Large Growth,Growth,Large,5.0
67.0,1.08,4.41,65.0,1.04,4.01,4.62,71.43,38.0,-0.00979,World Bond-USD Hedged,Blend,Medium,4.0
94.0,0.26,4.4,83.0,0.23,3.44,2.96,4.08,91.0,-0.05922,High Yield Bond,Value,Small,1.0
64.0,0.34,2.07,78.0,0.32,1.7,1.43,31.42,75.0,-0.01309,Short-Term Bond,Value,Medium,3.0
28.0,0.35,2.35,40.0,0.32,1.91,1.46,25.92,69.0,-0.01394,Short-Term Bond,Growth,Small,3.0
23.0,0.34,2.27,28.0,0.31,1.84,1.43,25.89,61.0,-0.01316,Short-Term Bond,Growth,Small,3.0
90.0,1.24,25.27,74.0,1.2,20.87,18.62,82.15,80.0,-0.3306,Small Value,Value,Small,2.0
89.0,1.24,25.26,73.0,1.2,20.86,18.63,82.07,78.0,-0.33085,Small Value,Value,Small,2.0
90.0,1.23,25.25,74.0,1.2,20.85,18.62,82.11,80.0,-0.33015,Small Value,Value,Small,2.0
90.0,1.24,25.28,77.0,1.2,20.87,18.62,82.13,83.0,-0.33225,Small Value,Value,Small,2.0
54.0,1.38,27.67,55.0,1.34,22.28,20.04,85.12,26.0,-0.35968,Small Value,Value,Small,4.0
56.0,1.38,27.68,57.0,1.34,22.28,20.04,85.08,28.0,-0.36057,Small Value,Value,Small,3.0
56.0,1.12,20.92,32.0,1.1,16.81,15.72,97.49,58.0,-0.24498,Large Blend,Blend,Large,5.0
85.0,1.19,26.6,95.0,1.16,21.51,19.5,68.73,56.0,-0.13903,Small Growth,Growth,Small,4.0
10.0,0.4,5.81,10.0,0.32,4.49,3.21,5.54,31.0,-0.07957,Short-Term Bond,Value,Small,5.0
90.0,0.95,18.96,85.0,0.96,15.79,15.11,86.4,47.0,-0.12454,Large Growth,Growth,Large,3.0
94.0,1.06,20.62,86.0,1.06,17.0,15.65,91.06,59.0,-0.15292,Large Growth,Growth,Large,4.0
28.0,1.36,16.48,20.0,1.35,13.45,13.17,88.13,8.0,-0.15219,Tactical Allocation,Blend,Large,4.0
1.0,0.75,6.28,1.0,0.91,5.5,4.95,16.62,92.0,-0.05394,Long-Term Bond,Value,Large,2.0
34.0,0.39,3.32,33.0,0.34,2.62,2.04,16.17,73.0,-0.03552,Short-Term Bond,Value,Medium,4.0
46.0,0.4,3.4,44.0,0.36,2.68,2.09,16.55,82.0,-0.03642,Short-Term Bond,Value,Medium,4.0
38.0,1.01,16.41,29.0,1.01,13.51,13.17,87.57,19.0,0.06837,Nontraditional Bond,Blend,Medium,3.0
94.0,0.39,1.87,90.0,0.36,1.58,1.31,52.39,55.0,-0.00148,Short-Term Bond,Value,Medium,2.0
59.0,1.0,18.5,53.0,1.0,14.97,13.58,99.99,33.0,-0.19619,Large Blend,Blend,Large,3.0
29.0,1.01,16.41,22.0,1.01,13.51,13.17,87.57,12.0,0.07027,Nontraditional Bond,Blend,Medium,3.0
30.0,1.01,16.41,24.0,1.01,13.51,13.17,87.57,12.0,0.06937,Nontraditional Bond,Blend,Medium,3.0
31.0,1.01,16.41,25.0,1.01,13.51,13.17,87.57,12.0,0.06902,Nontraditional Bond,Blend,Medium,3.0
45.0,0.39,3.4,44.0,0.36,2.68,2.08,15.75,85.0,-0.03632,Short-Term Bond,Value,Medium,4.0
32.0,0.39,3.32,30.0,0.35,2.62,2.05,16.15,68.0,-0.03516,Short-Term Bond,Value,Medium,4.0
53.0,1.04,20.17,36.0,1.05,16.65,15.86,91.85,35.0,-0.133,Large Growth,Growth,Large,4.0
97.0,0.37,1.94,96.0,0.34,1.6,1.41,43.69,92.0,-0.00723,Short-Term Bond,Value,Medium,2.0
82.0,1.23,25.12,64.0,1.2,20.65,18.19,81.87,78.0,-0.33944,Small Blend,Value,Small,3.0
56.0,1.04,20.08,37.0,1.04,16.59,15.84,91.85,35.0,-0.13408,Large Growth,Growth,Large,4.0
53.0,1.04,20.16,36.0,1.04,16.63,15.84,91.88,34.0,-0.13398,Large Growth,Growth,Large,3.0
100.0,0.85,12.8,100.0,0.85,10.38,9.31,57.76,100.0,-0.22826,Allocation--50% to 70% Equity,Value,Small,4.0
93.0,1.06,20.61,85.0,1.06,17.0,15.65,91.06,59.0,-0.15256,Large Growth,Growth,Large,4.0
89.0,0.93,16.74,73.0,0.93,14.02,13.17,95.83,84.0,-0.23482,Foreign Large Blend,Blend,Large,2.0
88.0,0.93,16.76,71.0,0.93,14.04,13.17,95.87,83.0,-0.23444,Foreign Large Blend,Blend,Large,2.0
87.0,0.93,16.73,72.0,0.93,14.02,13.17,95.88,83.0,-0.23487,Foreign Large Blend,Blend,Large,2.0
58.0,1.0,18.49,50.0,1.0,14.97,13.58,100.0,31.0,-0.19595,Large Blend,Blend,Large,3.0
27.0,0.97,11.45,31.0,0.98,9.4,8.15,92.32,63.0,-0.133,Allocation--50% to 70% Equity,Blend,Large,2.0
93.0,1.06,20.62,84.0,1.06,17.0,15.66,91.04,57.0,-0.15208,Large Growth,Growth,Large,4.0
71.0,0.86,16.26,77.0,0.87,13.42,12.35,95.6,84.0,-0.1915,Large Blend,Blend,Large,1.0
85.0,1.3,14.9,65.0,1.3,12.0,11.68,98.64,75.0,-0.19338,Target-Date 2040,Blend,Large,2.0
8.0,0.71,8.41,13.0,0.67,6.71,5.96,8.35,10.0,-0.10944,Multisector Bond,Value,Small,4.0
61.0,1.0,3.57,52.0,1.0,3.32,3.16,94.21,37.0,0.04365,Intermediate Core Bond,Blend,Medium,3.0
55.0,1.0,3.59,48.0,1.0,3.32,3.18,94.08,29.0,0.04527,Intermediate Core Bond,Blend,Medium,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Corporate Bond,Unknown,Unknown,3.0
82.0,1.03,11.81,66.0,1.04,9.56,9.21,98.66,68.0,-0.14824,Target-Date 2030,Blend,Large,2.0
29.0,0.61,10.14,55.0,0.5,8.02,7.9,4.24,53.0,-0.14158,High Yield Bond,Value,Small,4.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Corporate Bond,Unknown,Unknown,3.0
28.0,0.61,10.11,53.0,0.49,8.0,7.88,4.19,51.0,-0.14003,High Yield Bond,Value,Small,3.0
11.0,0.71,8.38,14.0,0.66,6.69,5.96,8.24,11.0,-0.10873,Multisector Bond,Value,Small,4.0
26.0,1.59,6.76,88.0,1.49,5.81,5.31,64.48,26.0,-0.00708,Corporate Bond,Growth,Medium,3.0
46.0,1.58,6.7,99.0,1.48,5.77,5.27,64.44,40.0,-0.00934,Corporate Bond,Growth,Medium,3.0
56.0,1.01,3.61,52.0,1.01,3.33,3.19,94.24,34.0,0.04492,Intermediate Core Bond,Blend,Medium,3.0
11.0,0.4,5.64,12.0,0.32,4.36,3.12,5.71,35.0,-0.07704,Short-Term Bond,Value,Small,5.0
9.0,0.39,5.7,8.0,0.32,4.41,3.16,5.55,21.0,-0.07553,Short-Term Bond,Value,Small,5.0
7.0,0.69,8.4,13.0,0.66,6.7,5.96,7.8,11.0,-0.10892,Multisector Bond,Value,Small,4.0
21.0,1.06,9.39,54.0,0.93,7.38,5.8,14.68,18.0,-0.12509,Multisector Bond,Blend,Medium,4.0
7.0,0.7,8.36,10.0,0.66,6.67,5.94,8.12,8.0,-0.10854,Multisector Bond,Value,Small,4.0
56.0,0.81,15.53,36.0,0.81,13.29,14.54,84.16,42.0,-0.16511,Foreign Large Growth,Growth,Large,3.0
3.0,0.83,9.49,20.0,0.82,7.58,6.56,97.72,8.0,-0.10237,Target-Date Retirement,Blend,Large,5.0
31.0,1.2,13.69,50.0,1.19,10.99,10.23,99.4,46.0,-0.16617,Target-Date 2030,Blend,Large,4.0
23.0,1.5,17.14,31.0,1.49,13.74,12.56,99.18,21.0,-0.21492,Target-Date 2040,Blend,Large,4.0
13.0,1.59,18.16,16.0,1.58,14.57,13.59,98.93,8.0,-0.22605,Target-Date 2050,Blend,Large,5.0
43.0,1.0,18.75,18.0,1.0,15.23,14.1,98.03,53.0,-0.21676,Large Blend,Blend,Large,3.0
62.0,0.6,2.47,97.0,0.59,2.38,1.92,95.37,37.0,-0.007,Muni National Short,Value,Medium,4.0
87.0,0.76,16.91,75.0,0.74,14.77,15.04,65.43,54.0,-0.20919,Real Estate,Blend,Medium,2.0
76.0,1.01,16.41,84.0,1.01,13.51,13.17,87.57,75.0,-0.04692,High Yield Muni,Growth,Small,3.0
94.0,1.06,20.61,86.0,1.06,17.0,15.65,91.05,60.0,-0.1534,Large Growth,Growth,Large,4.0
91.0,1.1,22.19,85.0,1.09,17.93,16.32,85.04,37.0,-0.18262,Mid-Cap Growth,Growth,Medium,3.0
93.0,1.01,16.41,95.0,1.01,13.51,13.17,87.57,88.0,-0.04923,High Yield Muni,Growth,Small,3.0
82.0,1.01,16.41,88.0,1.01,13.51,13.17,87.57,76.0,-0.04799,High Yield Muni,Growth,Small,3.0
89.0,0.76,16.91,78.0,0.74,14.77,15.04,65.37,56.0,-0.20969,Real Estate,Blend,Medium,2.0
85.0,1.01,16.41,91.0,1.01,13.51,13.17,87.57,78.0,-0.04819,High Yield Muni,Growth,Small,3.0
92.0,0.76,16.89,81.0,0.73,14.76,15.03,65.41,66.0,-0.21115,Real Estate,Blend,Medium,1.0
81.0,1.23,24.13,69.0,1.2,19.48,17.45,88.64,63.0,-0.3071,Small Blend,Blend,Small,2.0
82.0,1.22,24.12,72.0,1.2,19.48,17.45,88.58,65.0,-0.30738,Small Blend,Blend,Small,2.0
35.0,0.26,1.17,21.0,0.24,1.1,1.02,75.79,64.0,-0.0008,Muni National Short,Value,Medium,2.0
75.0,1.01,16.41,82.0,1.01,13.51,13.17,87.57,75.0,-0.04636,High Yield Muni,Growth,Small,3.0
93.0,1.06,20.63,85.0,1.06,17.01,15.66,91.03,58.0,-0.15215,Large Growth,Growth,Large,4.0
95.0,0.57,6.73,75.0,0.57,5.55,4.67,91.82,55.0,-0.07115,Target-Date 2000-2010,Blend,Large,2.0
94.0,1.06,20.61,87.0,1.06,16.99,15.65,91.02,63.0,-0.15453,Large Growth,Growth,Large,3.0
100.0,1.0,19.37,44.0,1.0,15.99,15.87,86.82,59.0,-0.14094,Technology,Growth,Large,1.0
100.0,1.0,19.36,52.0,1.0,15.97,15.86,86.78,62.0,-0.14192,Technology,Growth,Large,1.0
100.0,1.0,19.36,42.0,1.0,15.98,15.87,86.88,59.0,-0.14009,Technology,Growth,Large,1.0
43.0,1.0,19.56,12.0,1.0,16.05,14.41,88.71,26.0,-0.26622,Large Value,Value,Large,3.0
36.0,1.32,27.54,9.0,1.29,22.76,19.6,79.22,7.0,-0.38832,Small Value,Value,Small,3.0
77.0,1.06,19.42,19.0,1.05,15.99,13.17,91.98,39.0,-0.29548,Foreign Large Value,Value,Large,3.0
13.0,1.07,4.06,27.0,1.02,3.57,3.17,81.88,22.0,0.00727,Intermediate Core Bond,Blend,Medium,4.0
53.0,0.99,19.25,63.0,1.01,15.91,13.44,91.44,10.0,-0.25209,Large Value,Value,Large,3.0
69.0,1.07,21.03,46.0,1.07,17.12,16.29,89.62,72.0,-0.29092,Mid-Cap Blend,Value,Medium,3.0
7.0,0.66,2.77,9.0,0.56,2.35,1.91,92.3,7.0,-0.0144,Muni National Short,Value,Medium,4.0
17.0,1.06,9.34,46.0,0.93,7.35,5.78,14.84,14.0,-0.12262,Multisector Bond,Blend,Medium,4.0
72.0,1.07,21.02,49.0,1.07,17.11,16.28,89.61,75.0,-0.29134,Mid-Cap Blend,Value,Medium,2.0
44.0,1.34,26.75,77.0,1.33,21.79,18.99,86.38,88.0,-0.32679,Mid-Cap Value,Value,Medium,4.0
75.0,1.07,21.01,54.0,1.07,17.1,16.27,89.59,76.0,-0.29252,Mid-Cap Blend,Value,Medium,2.0
6.0,1.14,21.8,15.0,1.11,17.41,15.36,93.36,73.0,-0.27218,Large Blend,Blend,Large,5.0
17.0,1.05,9.35,47.0,0.92,7.35,5.77,14.72,15.0,-0.12312,Multisector Bond,Blend,Medium,4.0
28.0,1.26,24.98,83.0,1.24,20.03,17.76,87.8,30.0,-0.32506,Mid-Cap Blend,Blend,Medium,4.0
93.0,0.2,1.03,80.0,0.22,0.99,0.92,46.46,96.0,0.0213,Short-Term Bond,Value,Medium,1.0
66.0,1.24,24.88,40.0,1.22,20.44,17.76,85.27,78.0,-0.32378,Small Blend,Blend,Medium,2.0
85.0,0.85,16.48,12.0,0.86,13.55,12.55,91.56,7.0,-0.15598,Large Blend,Blend,Large,1.0
91.0,1.22,25.32,62.0,1.17,20.43,18.58,79.44,23.0,-0.22263,Small Growth,Growth,Small,3.0
91.0,1.22,25.32,60.0,1.17,20.42,18.55,79.42,22.0,-0.22208,Small Growth,Growth,Small,3.0
68.0,1.24,24.88,40.0,1.22,20.44,17.76,85.28,80.0,-0.32433,Small Blend,Blend,Medium,2.0
72.0,1.24,24.87,42.0,1.22,20.43,17.75,85.29,83.0,-0.32555,Small Blend,Blend,Medium,2.0
90.0,1.22,25.35,61.0,1.18,20.44,18.59,79.45,22.0,-0.22208,Small Growth,Growth,Small,3.0
33.0,1.26,26.33,36.0,1.24,21.78,18.96,79.07,93.0,-0.34695,Small Blend,Value,Small,3.0
88.0,0.87,3.61,91.0,0.86,3.48,3.21,92.94,83.0,0.00298,Muni National Interm,Blend,Large,2.0
89.0,0.12,5.23,87.0,0.13,4.49,13.17,17.6,97.0,0.01628,Options Trading,Blend,Large,1.0
87.0,0.12,5.19,81.0,0.13,4.47,13.17,17.12,96.0,0.01812,Options Trading,Blend,Large,1.0
86.0,0.12,5.24,80.0,0.13,4.5,13.17,17.73,95.0,0.01819,Options Trading,Blend,Large,1.0
86.0,0.74,8.5,73.0,0.74,6.97,6.36,96.56,61.0,-0.09878,Target-Date 2020,Blend,Large,2.0
41.0,1.07,20.96,71.0,1.07,16.89,14.98,90.25,34.0,-0.28098,Large Value,Blend,Large,4.0
95.0,0.78,15.13,94.0,0.78,12.32,10.74,90.44,30.0,-0.20256,Large Value,Value,Large,1.0
38.0,1.08,21.01,69.0,1.07,16.93,15.0,90.32,32.0,-0.2808,Large Value,Blend,Large,4.0
93.0,2.99,10.56,100.0,2.81,9.4,13.17,94.3,16.0,0.07764,Long-Term Bond,Unknown,Unknown,3.0
69.0,0.55,6.56,64.0,0.55,5.4,4.4,90.62,35.0,-0.0693,Target-Date Retirement,Blend,Large,3.0
12.0,0.63,2.98,3.0,0.75,3.04,13.17,53.32,91.0,-0.00179,Intermediate Core Bond,Value,Medium,2.0
14.0,0.63,2.98,4.0,0.75,3.05,13.17,53.57,90.0,-0.00323,Intermediate Core Bond,Value,Medium,2.0
74.0,1.42,6.26,79.0,1.24,5.38,4.9,81.7,75.0,-0.05241,High Yield Muni,Blend,Small,2.0
17.0,1.04,4.39,23.0,1.03,3.89,3.51,65.3,17.0,-0.00719,Intermediate Core-Plus Bond,Value,Small,3.0
92.0,0.26,4.39,79.0,0.22,3.43,2.95,3.89,90.0,-0.05858,High Yield Bond,Value,Small,1.0
13.0,1.04,4.38,19.0,1.02,3.87,3.5,65.37,14.0,-0.0064,Intermediate Core-Plus Bond,Value,Small,3.0
70.0,0.65,3.83,75.0,0.58,3.11,13.17,32.78,82.0,-0.02407,Nontraditional Bond,Unknown,Unknown,2.0
77.0,0.65,3.84,79.0,0.58,3.12,13.17,32.5,88.0,-0.02566,Nontraditional Bond,Unknown,Unknown,2.0
66.0,0.65,3.87,73.0,0.58,3.14,13.17,32.39,79.0,-0.02361,Nontraditional Bond,Unknown,Unknown,2.0
73.0,0.66,3.85,76.0,0.58,3.12,13.17,33.15,83.0,-0.02449,Nontraditional Bond,Unknown,Unknown,2.0
66.0,0.66,3.86,73.0,0.59,3.14,13.17,32.93,79.0,-0.02361,Nontraditional Bond,Unknown,Unknown,2.0
65.0,0.66,3.86,73.0,0.59,3.14,13.17,33.25,79.0,-0.02345,Nontraditional Bond,Unknown,Unknown,2.0
69.0,0.65,3.83,75.0,0.58,3.11,13.17,32.83,82.0,-0.02396,Nontraditional Bond,Unknown,Unknown,2.0
56.0,1.16,22.91,43.0,1.15,18.39,16.55,88.49,24.0,-0.23978,Mid-Cap Growth,Blend,Medium,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Unknown,Unknown,Unknown,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Unknown,Unknown,Unknown,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Unknown,Unknown,Unknown,3.0
84.0,0.7,15.59,67.0,0.74,14.18,14.04,64.54,57.0,-0.12099,Health,Blend,Large,2.0
85.0,0.7,15.57,68.0,0.74,14.17,14.04,64.72,59.0,-0.12245,Health,Blend,Large,2.0
83.0,0.7,15.6,66.0,0.74,14.18,14.05,64.63,56.0,-0.12045,Health,Blend,Large,2.0
85.0,1.08,19.89,88.0,1.03,16.08,15.61,92.4,63.0,-0.25696,Foreign Large Value,Value,Large,3.0
87.0,1.08,19.88,91.0,1.03,16.07,15.6,92.38,65.0,-0.25833,Foreign Large Value,Value,Large,3.0
83.0,1.08,19.9,85.0,1.03,16.08,15.62,92.41,58.0,-0.25644,Foreign Large Value,Value,Large,3.0
83.0,1.08,19.9,84.0,1.03,16.08,15.61,92.38,57.0,-0.25624,Foreign Large Value,Value,Large,3.0
85.0,1.08,19.9,86.0,1.03,16.08,15.62,92.4,63.0,-0.2568,Foreign Large Value,Value,Large,3.0
54.0,0.25,1.11,48.0,0.21,0.96,0.71,80.48,73.0,-0.00483,Muni National Short,Value,Medium,2.0
58.0,0.78,9.04,29.0,1.01,13.51,13.17,95.05,94.0,-0.10939,Allocation--30% to 50% Equity,Blend,Large,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,50.0,-0.16424,Nontraditional Bond,Unknown,Unknown,3.0
42.0,1.28,14.65,23.0,1.27,11.82,10.5,98.26,20.0,-0.19102,Allocation--70% to 85% Equity,Blend,Large,2.0
50.0,1.28,14.64,36.0,1.27,11.8,10.49,98.29,26.0,-0.19214,Allocation--70% to 85% Equity,Blend,Large,2.0
18.0,0.3,13.19,16.0,0.4,13.77,13.17,17.15,29.0,0.05137,Systematic Trend,Unknown,Unknown,5.0
22.0,0.3,13.23,14.0,0.4,13.77,13.17,17.05,32.0,0.05188,Systematic Trend,Unknown,Unknown,5.0
21.0,0.84,3.43,15.0,0.8,3.19,2.97,97.13,15.0,-0.00575,Muni Single State Interm,Unknown,Unknown,3.0
44.0,0.17,1.65,39.0,0.13,1.28,0.97,12.74,55.0,-0.01302,Ultrashort Bond,Unknown,Unknown,3.0
37.0,0.99,18.48,37.0,0.99,14.91,14.24,99.25,16.0,-0.17767,Large Blend,Growth,Large,3.0
58.0,1.01,16.41,63.0,1.01,13.51,13.17,87.57,53.0,0.095,Large Blend,Blend,Large,3.0
41.0,0.99,18.44,40.0,0.99,14.88,14.25,99.29,18.0,-0.17808,Large Blend,Growth,Large,3.0
53.0,1.01,16.41,61.0,1.01,13.51,13.17,87.57,52.0,0.096,Large Blend,Blend,Large,3.0
93.0,0.83,16.3,88.0,0.83,13.21,11.32,89.82,55.0,-0.23085,Large Value,Value,Large,1.0
7.0,1.35,27.41,7.0,1.32,21.97,17.82,83.03,86.0,-0.38291,Large Value,Value,Large,5.0
8.0,1.35,27.4,9.0,1.31,21.96,17.8,82.94,90.0,-0.38495,Large Value,Value,Large,5.0
7.0,1.35,27.42,7.0,1.32,21.98,17.82,83.02,84.0,-0.38278,Large Value,Value,Large,5.0
7.0,1.35,27.45,7.0,1.32,22.0,17.84,83.04,84.0,-0.38308,Large Value,Value,Large,5.0
48.0,1.03,19.11,55.0,1.02,15.45,14.7,99.08,7.0,-0.2096,Large Blend,Blend,Large,4.0
61.0,1.03,19.1,66.0,1.02,15.45,14.69,99.07,9.0,-0.21071,Large Blend,Blend,Large,4.0
45.0,1.03,19.12,50.0,1.02,15.47,14.71,99.05,7.0,-0.20897,Large Blend,Blend,Large,4.0
54.0,1.03,19.11,63.0,1.02,15.46,14.7,99.07,8.0,-0.21021,Large Blend,Blend,Large,3.0
48.0,1.03,19.1,55.0,1.02,15.44,14.7,99.08,7.0,-0.20912,Large Blend,Blend,Large,3.0
45.0,1.03,19.12,50.0,1.02,15.46,14.7,99.06,7.0,-0.20874,Large Blend,Blend,Large,3.0
95.0,0.77,16.05,84.0,0.75,13.44,11.65,79.22,82.0,-0.23746,Large Value,Value,Large,1.0
96.0,0.78,16.1,86.0,0.76,13.47,11.7,79.59,82.0,-0.23852,Large Value,Value,Large,1.0
95.0,0.77,16.11,84.0,0.76,13.48,11.7,79.43,75.0,-0.23747,Large Value,Value,Large,1.0
95.0,0.78,16.14,84.0,0.76,13.51,11.71,79.38,75.0,-0.23875,Large Value,Value,Large,1.0
9.0,0.3,5.19,19.0,0.37,4.52,13.17,3.68,18.0,0.01598,Nontraditional Bond,Blend,Medium,3.0
36.0,1.08,21.33,24.0,1.08,17.34,15.55,88.7,53.0,-0.29955,Large Value,Value,Large,4.0
79.0,0.99,11.62,57.0,1.01,9.56,9.42,93.48,18.0,-0.11005,Allocation--50% to 70% Equity,Blend,Large,3.0
85.0,0.99,11.63,69.0,1.01,9.56,9.42,93.42,23.0,-0.11153,Allocation--50% to 70% Equity,Blend,Large,3.0
73.0,0.99,11.62,56.0,1.01,9.56,9.43,93.51,17.0,-0.10942,Allocation--50% to 70% Equity,Blend,Large,3.0
41.0,0.78,15.82,12.0,0.88,13.44,13.17,31.6,7.0,-0.10451,Allocation--50% to 70% Equity,Unknown,Unknown,5.0
5.0,1.14,23.12,1.0,1.14,18.93,16.18,83.51,2.0,-0.32014,Large Value,Value,Large,5.0
5.0,1.14,23.11,1.0,1.14,18.92,16.18,83.52,2.0,-0.32071,Large Value,Value,Large,4.0
5.0,1.14,23.11,1.0,1.14,18.92,16.18,83.53,2.0,-0.31977,Large Value,Value,Large,4.0
5.0,1.14,23.3,1.0,1.14,19.08,16.26,82.54,2.0,-0.32052,Large Value,Value,Large,5.0
5.0,1.14,23.11,1.0,1.14,18.92,16.17,83.56,2.0,-0.31958,Large Value,Value,Large,5.0
45.0,1.08,20.99,74.0,1.07,16.91,14.98,90.36,40.0,-0.28281,Large Value,Blend,Large,4.0
43.0,1.07,20.98,71.0,1.07,16.9,15.0,90.22,38.0,-0.28175,Large Value,Blend,Large,4.0
21.0,1.17,22.91,21.0,1.16,18.56,16.99,89.63,57.0,-0.29285,Large Value,Value,Large,4.0
59.0,1.38,27.65,62.0,1.34,22.26,20.02,85.11,35.0,-0.36137,Small Value,Value,Small,3.0
94.0,0.83,16.29,88.0,0.83,13.2,11.32,89.79,57.0,-0.23184,Large Value,Value,Large,1.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,100.0,-0.16424,Large Blend,Unknown,Unknown,3.0
51.0,1.01,16.41,52.0,1.01,13.51,13.17,87.57,100.0,-0.16424,Large Blend,Unknown,Unknown,3.0
36.0,1.37,28.62,25.0,1.33,23.57,20.07,78.95,38.0,-0.37853,Small Value,Value,Small,3.0
43.0,1.37,28.6,27.0,1.33,23.56,20.05,78.94,41.0,-0.37996,Small Value,Value,Small,3.0
80.0,0.41,4.91,53.0,0.41,3.96,3.34,91.04,84.0,-0.06538,Allocation--15% to 30% Equity,Value,Large,2.0
54.0,1.0,18.47,45.0,1.0,14.95,13.57,99.99,29.0,-0.19445,Large Blend,Blend,Large,3.0
99.0,0.71,13.81,92.0,0.71,11.27,9.57,85.86,84.0,-0.19289,World Large-Stock Blend,Value,Large,1.0
96.0,0.67,14.61,97.0,0.67,12.37,10.42,71.9,92.0,-0.21133,Large Value,Value,Large,1.0
56.0,1.18,23.9,59.0,1.15,19.41,17.25,83.93,96.0,-0.31348,Mid-Cap Value,Value,Small,3.0
92.0,0.84,16.38,84.0,0.83,13.24,11.37,89.86,62.0,-0.23186,Large Value,Value,Large,1.0
85.0,0.99,3.45,84.0,1.01,13.51,13.17,99.77,65.0,0.03203,Intermediate Core Bond,Blend,Large,2.0
84.0,1.03,19.15,58.0,1.02,15.44,14.27,99.15,37.0,-0.21372,Large Blend,Blend,Large,3.0
70.0,0.96,20.23,58.0,0.96,16.68,15.8,73.81,58.0,-0.30307,Global Real Estate,Value,Medium,4.0
58.0,1.04,11.88,54.0,1.03,9.53,8.7,99.1,58.0,-0.14347,Allocation--50% to 70% Equity,Blend,Large,2.0
58.0,0.63,7.3,52.0,0.64,5.96,5.72,96.55,27.0,-0.0711,Target-Date 2000-2010,Blend,Large,3.0
52.0,0.88,3.56,50.0,0.91,3.61,3.31,98.47,52.0,-0.00831,Muni California Intermediate,Blend,Medium,2.0
71.0,0.7,8.04,63.0,0.7,6.5,5.88,98.5,61.0,-0.08838,Allocation--30% to 50% Equity,Blend,Large,2.0
80.0,0.74,8.47,78.0,0.75,6.94,7.49,97.55,58.0,-0.08541,Target-Date 2020,Blend,Large,2.0
49.0,1.14,12.99,33.0,1.14,10.51,10.37,98.89,15.0,-0.15175,Target-Date 2030,Blend,Large,3.0
69.0,1.05,20.21,49.0,1.04,16.37,14.46,91.97,56.0,-0.28362,Large Value,Value,Large,3.0
